不学无术,学：学问；术：技能。原指没有学问因而没有办法。现指没有学问，没有本领。
三皇五帝,三皇：伏羲、神农、黄帝；五帝：少昊、颛顼、帝喾、尧、舜。原为传说中我国远古的部落酋长。后借指远古时代。
琅琅上口,琅琅：玉石相击声，比喻响亮的读书声。指诵读熟练、顺口。也指文辞通俗，便于口诵。
不舍昼夜,舍：放弃。不分白天和黑夜。比喻夜以继日
想入非非,非非：原为佛家语，表示虚幻的境界。想到非常玄妙虚幻的地方去了。形容完全脱离现实地胡思乱想。
看风使舵,看风向转发动舵柄。比喻看势头或看别人的眼色行事。
割席分坐,席：坐席。把席割断，分开坐。比喻朋友绝交。
仙山琼阁,仙山：指蓬莱、方丈、瀛洲三神山；琼阁：精美的楼阁。传说中神仙居住的地方。现在也比喻虚无缥缈的美妙幻境。
超世之才,有超越世人的才能，宋・苏拭《晁错论》：“古之大事者，不唯有超世之才，亦必有坚忍不拔之志。”
情不自禁,禁：抑制。感情激动得不能控制。强调完全被某种感情所支配。
无济于事,济：补益，帮助。对事情没有什么帮助或益处。比喻不解决问题。
得意之色,得意：称心如意。因非常称心如意而露出傲慢的神色。
不可名状,名：用言语说出；状：描绘，形容。无法用语言来形容。
一面之词,争执的双方中一方所说的话。
赶尽杀绝,驱除干净，彻底消灭。比喻残忍狠毒，不留余地。
老骥伏枥,骥：良马，千里马；枥：马槽，养马的地方。比喻有志向的人虽然年老，仍有雄心壮志。
又惊又喜,既惊讶又高兴
藏污纳垢,污、垢：肮脏的东西。比喻隐藏或包容坏人坏事。
忸怩不安,忸怩：羞惭的样子。不好意思。心里慌乱
不虞之誉,虞：料想；誉：称赞。没有意料到的赞扬。
下笔成文,一下笔就很快写成文章。形容文思敏捷，才华横溢。
狐疑不决,传说狐狸多疑，所以称多疑叫狐疑。形容心里疑惑，一时决定不下来。
满腹经纶,比喻政治见识和主张。形容人极有才干和智谋。
百辞莫辩,用任何话语都无法辩白。
朝夕相处,从早到晚都在一起。形容常生活在一起，关系密切。
江洋大盗,在江河湖海抢劫行凶的强盗。
福如东海,福气象东海那样大。旧时祝颂语。
触手可及,近在手边，一伸手就可以接触到
青红皂白,皂：黑色。青、红、黑、白四色。比喻事情的是非或原因。
蜕化变质,蜕化：虫类脱皮变化。比喻人堕落变坏。
泼天大祸,泼天：形容极大。极大的祸害。
健步如飞,健步：脚步快而有力。步伐矫健，速度很快
心血来潮,来潮：潮水上涨。指心里突然或偶然起了一个念头。
担惊受怕,形容十分担心或害怕。
不屑一顾,不屑：不值得，不愿意；顾：看。认为不值得一看。形容极端轻视。
黯淡无光,黯淡：同“暗淡”，不明亮，昏暗。形容昏暗不明亮
总而言之,总的说起来。
俯仰由人,集仰：低头和抬头，泛指一举一动。比喻一切受人支配。
贪官污吏,贪赃枉法的官吏。
完事大吉,指事情结束了，或东西完蛋了（多含贬义）。
见微知著,见到事情的苗头，就能知道它的实质和发展趋势。
浑身是胆,形容胆量大，无所畏惧。
无所用心,用心：动脑筋。指不动脑筋，什么事情都不关心。
深仇大恨,深而大的仇恨。
三省吾身,省：检查，反省。身：自身。原指每日从三个方面来检查自己。一说一日反省三次。后指多次自觉地检查自己。亦作“吾日三省”。
残花败柳,败：衰败。残：凋残。凋残的柳树，残败了的花。旧时用以比喻生活放荡或被蹂躏遗弃的女子。
先忧后乐,忧虑在天下人之先，安乐在天下人之后。比喻吃苦在先，享受在后。
恰到好处,指说话做事恰好到了最合适的地步。
清静无为,道家语。春秋时期道家的一种哲学思想和治术。指一切听其自然，人力不必强为。
装腔作势,拿腔拿调，故意做作想引人注意或吓唬人。
不吝赐教,吝：吝惜；赐：赏予；教：教导，教诲。不吝惜指点教导。请人指教的客气话
笨头笨脑,笨：愚钝。形容不聪明，头脑反应迟钝 
寂天寞地,比喻人没有能力或没有什么作为。
大权旁落,处理重大事情的权力落到旁人手里（多指领导人被架空）。
自愧不如,弗：不。自己惭愧不如别人。
欢聚一堂,欢乐愉快地聚集在一起。
相顾失色,相互看视而面部变色。形容几个人一起做惊恐状。
自欺欺人,欺骗自己，也欺骗别人。
五彩斑斓,五彩：指青、黄、赤、白、黑五色。指多种颜色错杂而繁多耀眼
惊慌失色,见“惊惶失色”。
以文会友,指通过文字来结交朋友。
七言八语,形容人多语杂。
曲径通幽,曲：弯曲；径：小路；幽：指深远僻静之处。弯曲的小路，通到幽深僻静的地方。
质疑问难,质疑：请人解答疑难；癌难：对于疑问反复讨论、分析或辩论。提出疑难，请教别人或一起讨论。
苟合取容,苟合：苟且附合；取容：取悦，讨好。苟且迎合，取悦于人。
相机行事,相：察看；机：机会。观察时机，看具体情况灵活办事。
年近古稀,古稀：指七十岁。年纪将近七十岁。
思如涌泉,才思犹如喷出的泉水。形容人的才思敏捷，才力充沛。
大起大落,大幅度地起落。形容变化大
苦大仇深,受尽剥削压迫的苦，有很大的仇恨。
破镜重圆,比喻夫妻失散或离婚后重新团聚。
海底捞月,到水中去捞月亮。比喻去做根本做不到的事，只能白费力气。
面如冠玉,比喻男子徒有其表。也形容男子的美貌
结草衔环,旧时比喻感恩报德，至死不忘。
麻痹大意,指粗心、疏忽，对事物不敏感，失去警惕性。
贪墨成风,墨：不洁；贪墨：官吏受贿。官吏贪污受贿的风气盛行。形容吏治腐败。
臭味相投,臭味：气味；相投：互相投合。彼此的思想作风、兴趣等相同，很合得来（常指坏的）。
贻害无穷,留下无穷的祸患。
明枪暗箭,比喻种种公开的和隐蔽的攻击。
言不及义,及：涉及；义：正经的道理。指净说些无聊的话，没有一句正经的。
爱不忍释,对所喜欢的物品，爱得拿在手里久久不肯放下。
嘻嘻哈哈,嬉笑打闹，形容嬉笑欢乐的样子。也形容态度不严肃、不认真 
水深火热,老百姓所受的灾难，象水那样越来越深，象火那样越来越热。比喻人民生活极端痛苦。
举止言谈,行为举动和说话言论。指人的外在风度。
无穷无尽,穷：完。没有止境，没有限度。
得心应手,得：得到，想到；应：反应，配合。心里怎么想，手就能怎么做。比喻技艺纯熟或做事情非常顺利。
年复一年,一年又一年。
狗眼看人,比喻眼光势力。
立地成佛,佛家语，禅宗认为人皆有佛性，弃恶从善，即可成佛。此为劝善之语。
白玉无瑕,瑕：玉上的赤色斑点。洁白的美玉上没有一点疵斑。比喻人或事物完美无缺
货真价实,货物不是冒牌的，价钱也是实在的。形容实实在在，一点不假。
有血有肉,比喻富有生命的活力和内容。多用来形容文艺作品中人物形象生动。
道貌岸然,道貌：正经严肃的容貌；岸然：高傲的样子。指神态严肃，一本正经的样子。
见笑大方,指让内行人笑话。
四平八稳,原形容身体各部位匀称、结实。后常形容说话做事稳当。也形容做事只求不出差错，缺乏积极创新精神。
翻云覆雨,形容人反复无常或惯于耍手段。
寻章摘句,寻：找；章：篇章；摘：摘录。旧时读书人从书本中搜寻摘抄片断语句，在写作时套用。指写作时堆砌现成词句，缺乏创造性。
独霸一方,霸占一个地方（多指坏人）。
豪放不羁,形容人性情豪迈，不受拘束。
提纲挈领,纲：鱼网的总绳；挈：提起。抓住网的总绳，提住衣的领子。比喻抓住要领，简明扼要。
文恬武嬉,恬：安闲；嬉：玩乐。文官安闲自得，武官游荡玩乐。指官吏只知贪图安逸享受，吃喝玩乐，不关心国事。
不可言传,言：言语。指对某些事理只能揣摩领悟，不能用言语来表达。
面有难色,脸上露出为难的神色。
一拍即合,拍：乐曲的段落，也称打拍子。一打拍子就合于乐曲的节奏。比喻困情意相投或有利害关系，一下子就说到一起或结合在一起。
有棱有角,比喻为人方正。也形容脸色严峻。
下不为例,下次不可以再这样做。表示只通融这一次。
不堪设想,未来情况不能想象。指预料事情会发展到很坏的地步。
望而却步,却步：不敢前进，向后退。形容事物可怕或讨厌，使人一看就往后退缩。
讲古论今,谈论古今事情，形容话题广泛
千钧重负,钧：古代的重量单位，合三十斤。比喻很沉重的负担。也比喻非常重大的责任。
通宵达旦,整整一夜，从天黑到天亮。
以守为攻,用防御作为击破敌人的手段。
大势所趋,大势：指整个局势。整个局势发展的趋向。
娓娓而谈,连续不倦地谈论着。
多愁多病,经常忧愁就会体弱多病。旧时形容才子佳人的娇弱状态
太平盛世,安定、兴盛的时代。
自高自大,自以为了不起。
心悦神怡,犹心旷神怡。
摧眉折腰,低眉弯腰。形容没有骨气，巴结奉承。
百鸟朝凤,朝：朝见；凤：凤凰，古代传说中的鸟王。旧时喻指君主圣明而天下依附，后也比喻德高望重者众望所归。
一隅之见,见：见解。偏于一方面的见解。
不加思索,思索：思考探求。用不着想。形容说话办事敏捷迅速
名利双收,既得名声，又获利益。
一潭死水,潭：深水坑。一池子死水。比喻停滞不前的沉闷局面。
永生永世,永远。
童颜鹤发,颜：脸色。仙鹤羽毛似雪白的头发，孩子似的红润的面色。形容老年人气色好。
沉思默想,静静地深思。
择主而事,事：侍奉。旧指选择明主，为他办事。
意想不到,料想不到，没有料到。
一字一板,形容说话从容清楚。
察颜观色,观察别人的脸色，以揣摩其心意
先声夺人,先张扬自己的声势以压倒对方。也比喻做事抢先一步。
不得人心,得：取得，获得。得不到别人的支持和拥护，也指不讨人喜欢
笨嘴拙舌,拙：不巧。形容没有口才，不善言辞。
保守主义,守旧、不想改进的思想和行为 
鼠肚鸡肠,犹言鼠腹鸡肠。
嬉皮笑脸,形容嬉笑不严肃的样子。
下笔有神,写起文章来，文思泉涌，如有神力。形容才思敏捷，文章写得又快又好。亦作“下笔如神”、“下笔如有神”。
弥天大祸,弥：满。天大的灾祸
瞎子摸象,比喻对事物一知半解，不对全局作判断。
危机四伏,到处隐藏着危险的祸根。
助桀为虐,桀：夏末暴君；虐：暴行。比喻帮助坏人干坏事。
胸有城府,形容心机深沉，毫不外露，难于窥测。 
尽心尽力,指费尽心力
牢骚满腹,一肚子委曲、不满的情绪。
扬长避短,扬：发挥；避：回避。发扬长处，回避短处。
悬崖勒马,悬崖：高而陡的山崖；勒马：收住缰绳，使马停步。在高高的山崖边上勒住马。比喻到了危险的边缘及时清醒回头。
疮痍满目,疮痍：创伤。满眼创伤。比喻眼前看到的都是灾祸的景象。
仆仆风尘,仆仆：行路劳累的样子；风尘：指行旅，含有辛苦之意。形容奔波忙碌，旅途劳累。
